"","occurrenceID","individualCount","sex","organismID","eventDate","year","month","day","waterBody","countryCode","decimalLatitude","decimalLongitude","scientificName"
"530",902,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.3546,-175.95,"Carcharodon carcharias (Linnaeus, 1758)"
"531",852,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.9737,-177.1,"Carcharodon carcharias (Linnaeus, 1758)"
"532",109,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.9475,-176.172,"Carcharodon carcharias (Linnaeus, 1758)"
"533",460,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.5879,-177.893,"Carcharodon carcharias (Linnaeus, 1758)"
"534",997,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.4211,168.821,"Carcharodon carcharias (Linnaeus, 1758)"
"535",59,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.4888,-176.604,"Carcharodon carcharias (Linnaeus, 1758)"
"536",1129,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-39.3589,172.833,"Carcharodon carcharias (Linnaeus, 1758)"
"537",802,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0645,-176.081,"Carcharodon carcharias (Linnaeus, 1758)"
"538",559,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.3935,167.421,"Carcharodon carcharias (Linnaeus, 1758)"
"539",608,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-41.9388,165.878,"Carcharodon carcharias (Linnaeus, 1758)"
"540",1180,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.3696,167.557,"Carcharodon carcharias (Linnaeus, 1758)"
"541",208,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.5057,-175.756,"Carcharodon carcharias (Linnaeus, 1758)"
"542",23,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.235,-175.433,"Carcharodon carcharias (Linnaeus, 1758)"
"543",901,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.036,-176.55,"Carcharodon carcharias (Linnaeus, 1758)"
"544",851,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0484,-176.156,"Carcharodon carcharias (Linnaeus, 1758)"
"545",108,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.8287,-176.514,"Carcharodon carcharias (Linnaeus, 1758)"
"546",996,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.1319,168.249,"Carcharodon carcharias (Linnaeus, 1758)"
"547",459,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0704,-176.306,"Carcharodon carcharias (Linnaeus, 1758)"
"548",558,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.4103,168.676,"Carcharodon carcharias (Linnaeus, 1758)"
"549",801,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.9273,-175.861,"Carcharodon carcharias (Linnaeus, 1758)"
"550",607,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-42.7493,166.638,"Carcharodon carcharias (Linnaeus, 1758)"
"551",58,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.573,-176.471,"Carcharodon carcharias (Linnaeus, 1758)"
"552",1128,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-43.1402,173.097,"Carcharodon carcharias (Linnaeus, 1758)"
"553",1179,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.4787,168.626,"Carcharodon carcharias (Linnaeus, 1758)"
"554",207,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.4608,-175.763,"Carcharodon carcharias (Linnaeus, 1758)"
"555",22,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.2615,-176.089,"Carcharodon carcharias (Linnaeus, 1758)"
"556",850,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8949,-176.291,"Carcharodon carcharias (Linnaeus, 1758)"
"557",900,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.7344,-176.543,"Carcharodon carcharias (Linnaeus, 1758)"
"558",107,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.8296,-176.179,"Carcharodon carcharias (Linnaeus, 1758)"
"559",995,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.2192,167.761,"Carcharodon carcharias (Linnaeus, 1758)"
"560",458,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.2483,-177.944,"Carcharodon carcharias (Linnaeus, 1758)"
"561",557,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.2964,168.93,"Carcharodon carcharias (Linnaeus, 1758)"
"562",800,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0081,-176.324,"Carcharodon carcharias (Linnaeus, 1758)"
"563",57,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.8665,-176.372,"Carcharodon carcharias (Linnaeus, 1758)"
"564",606,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-43.1733,167.458,"Carcharodon carcharias (Linnaeus, 1758)"
"565",206,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.286,-176.984,"Carcharodon carcharias (Linnaeus, 1758)"
"566",1127,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.0524,169.066,"Carcharodon carcharias (Linnaeus, 1758)"
"567",1178,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.4787,168.626,"Carcharodon carcharias (Linnaeus, 1758)"
"568",21,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.4658,-175.698,"Carcharodon carcharias (Linnaeus, 1758)"
"569",899,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.6332,-176.792,"Carcharodon carcharias (Linnaeus, 1758)"
"570",849,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.7658,-176.51,"Carcharodon carcharias (Linnaeus, 1758)"
"571",106,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.7613,-177.303,"Carcharodon carcharias (Linnaeus, 1758)"
"572",994,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.2159,168.019,"Carcharodon carcharias (Linnaeus, 1758)"
"573",457,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8694,-177.167,"Carcharodon carcharias (Linnaeus, 1758)"
"574",556,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.2413,169.772,"Carcharodon carcharias (Linnaeus, 1758)"
"575",1126,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-44.8882,168.112,"Carcharodon carcharias (Linnaeus, 1758)"
"576",56,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.9316,-176.227,"Carcharodon carcharias (Linnaeus, 1758)"
"577",799,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0244,-175.878,"Carcharodon carcharias (Linnaeus, 1758)"
"578",1177,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.1948,167.757,"Carcharodon carcharias (Linnaeus, 1758)"
"579",20,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.5461,-175.519,"Carcharodon carcharias (Linnaeus, 1758)"
"580",605,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-43.6178,167.699,"Carcharodon carcharias (Linnaeus, 1758)"
"581",848,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.923,-175.866,"Carcharodon carcharias (Linnaeus, 1758)"
"582",205,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.445,-176.429,"Carcharodon carcharias (Linnaeus, 1758)"
"583",898,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.5624,-176.997,"Carcharodon carcharias (Linnaeus, 1758)"
"584",456,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.2521,-177.329,"Carcharodon carcharias (Linnaeus, 1758)"
"585",993,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.2221,168.151,"Carcharodon carcharias (Linnaeus, 1758)"
"586",105,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.0484,-176.197,"Carcharodon carcharias (Linnaeus, 1758)"
"587",1125,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.3643,167.269,"Carcharodon carcharias (Linnaeus, 1758)"
"588",55,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.9589,-175.863,"Carcharodon carcharias (Linnaeus, 1758)"
"589",798,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.9918,-175.793,"Carcharodon carcharias (Linnaeus, 1758)"
"590",19,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.3787,-175.531,"Carcharodon carcharias (Linnaeus, 1758)"
"591",1176,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.4952,167.355,"Carcharodon carcharias (Linnaeus, 1758)"
"592",555,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.5533,169.178,"Carcharodon carcharias (Linnaeus, 1758)"
"593",897,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.4933,-177.276,"Carcharodon carcharias (Linnaeus, 1758)"
"594",604,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.2626,167.554,"Carcharodon carcharias (Linnaeus, 1758)"
"595",847,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8795,-176.196,"Carcharodon carcharias (Linnaeus, 1758)"
"596",1045,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-44.6835,164.577,"Carcharodon carcharias (Linnaeus, 1758)"
"597",204,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.0775,-175.455,"Carcharodon carcharias (Linnaeus, 1758)"
"598",455,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.3031,-176.308,"Carcharodon carcharias (Linnaeus, 1758)"
"599",104,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.9156,-176.342,"Carcharodon carcharias (Linnaeus, 1758)"
"600",992,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.2173,168.016,"Carcharodon carcharias (Linnaeus, 1758)"
"601",1124,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.1114,168.285,"Carcharodon carcharias (Linnaeus, 1758)"
"602",797,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.9847,-176.056,"Carcharodon carcharias (Linnaeus, 1758)"
"603",54,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.8973,-176.931,"Carcharodon carcharias (Linnaeus, 1758)"
"604",1175,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-44.5642,167.707,"Carcharodon carcharias (Linnaeus, 1758)"
"605",18,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.1358,-176.83,"Carcharodon carcharias (Linnaeus, 1758)"
"606",896,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.4929,-177.334,"Carcharodon carcharias (Linnaeus, 1758)"
"607",554,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-45.1849,168.795,"Carcharodon carcharias (Linnaeus, 1758)"
"608",846,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.9669,-176.176,"Carcharodon carcharias (Linnaeus, 1758)"
"609",203,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.0268,-177.215,"Carcharodon carcharias (Linnaeus, 1758)"
"610",603,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.7067,167.276,"Carcharodon carcharias (Linnaeus, 1758)"
"611",454,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0281,-177.248,"Carcharodon carcharias (Linnaeus, 1758)"
"612",1044,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.9991,167.265,"Carcharodon carcharias (Linnaeus, 1758)"
"613",103,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.9625,-175.792,"Carcharodon carcharias (Linnaeus, 1758)"
"614",991,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.9973,168.291,"Carcharodon carcharias (Linnaeus, 1758)"
"615",1123,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.735,167.362,"Carcharodon carcharias (Linnaeus, 1758)"
"616",53,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.2417,-176.235,"Carcharodon carcharias (Linnaeus, 1758)"
"617",796,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0705,-176.6,"Carcharodon carcharias (Linnaeus, 1758)"
"618",17,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.0672,-175.965,"Carcharodon carcharias (Linnaeus, 1758)"
"619",553,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.878,167.792,"Carcharodon carcharias (Linnaeus, 1758)"
"620",895,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8654,-176.434,"Carcharodon carcharias (Linnaeus, 1758)"
"621",1174,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.3994,167.747,"Carcharodon carcharias (Linnaeus, 1758)"
"622",845,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.9916,-176.076,"Carcharodon carcharias (Linnaeus, 1758)"
"623",1043,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.7369,168.528,"Carcharodon carcharias (Linnaeus, 1758)"
"624",602,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.696,167.079,"Carcharodon carcharias (Linnaeus, 1758)"
"625",102,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.6868,-176.315,"Carcharodon carcharias (Linnaeus, 1758)"
"626",202,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.1459,-176.007,"Carcharodon carcharias (Linnaeus, 1758)"
"627",453,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.2001,-177.183,"Carcharodon carcharias (Linnaeus, 1758)"
"628",990,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.9535,168.018,"Carcharodon carcharias (Linnaeus, 1758)"
"629",1122,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.5814,168.318,"Carcharodon carcharias (Linnaeus, 1758)"
"630",52,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.3131,-175.413,"Carcharodon carcharias (Linnaeus, 1758)"
"631",795,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8855,-176.616,"Carcharodon carcharias (Linnaeus, 1758)"
"632",16,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.9039,-176.493,"Carcharodon carcharias (Linnaeus, 1758)"
"633",1042,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.7312,168.416,"Carcharodon carcharias (Linnaeus, 1758)"
"634",552,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.773,168.034,"Carcharodon carcharias (Linnaeus, 1758)"
"635",601,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.8029,167.449,"Carcharodon carcharias (Linnaeus, 1758)"
"636",1173,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.5448,168.008,"Carcharodon carcharias (Linnaeus, 1758)"
"637",894,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0668,-175.991,"Carcharodon carcharias (Linnaeus, 1758)"
"638",844,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.9831,-176.303,"Carcharodon carcharias (Linnaeus, 1758)"
"639",101,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.9064,-176.642,"Carcharodon carcharias (Linnaeus, 1758)"
"640",201,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.5657,-175.634,"Carcharodon carcharias (Linnaeus, 1758)"
"641",452,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.2006,-176.844,"Carcharodon carcharias (Linnaeus, 1758)"
"642",989,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.1458,168.002,"Carcharodon carcharias (Linnaeus, 1758)"
"643",1121,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.5754,168.65,"Carcharodon carcharias (Linnaeus, 1758)"
"644",51,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.0281,-175.128,"Carcharodon carcharias (Linnaeus, 1758)"
"645",794,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8219,-176.01,"Carcharodon carcharias (Linnaeus, 1758)"
"646",1041,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.9548,168.397,"Carcharodon carcharias (Linnaeus, 1758)"
"647",15,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.8567,-176.701,"Carcharodon carcharias (Linnaeus, 1758)"
"648",600,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-45.1785,166.907,"Carcharodon carcharias (Linnaeus, 1758)"
"649",551,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.573,168.515,"Carcharodon carcharias (Linnaeus, 1758)"
"650",1172,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.7781,167.716,"Carcharodon carcharias (Linnaeus, 1758)"
"651",893,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.3923,-176.283,"Carcharodon carcharias (Linnaeus, 1758)"
"652",250,1,"MALE","Shark 64033",2008,2008,NA,NA,"Pacific Ocean","NZ",-41.9053,167.963,"Carcharodon carcharias (Linnaeus, 1758)"
"653",843,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8714,-176.664,"Carcharodon carcharias (Linnaeus, 1758)"
"654",1120,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.5634,168.183,"Carcharodon carcharias (Linnaeus, 1758)"
"655",451,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.6382,-176.979,"Carcharodon carcharias (Linnaeus, 1758)"
"656",988,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.3466,167.491,"Carcharodon carcharias (Linnaeus, 1758)"
"657",100,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.8445,-176.389,"Carcharodon carcharias (Linnaeus, 1758)"
"658",50,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.4019,-176.5,"Carcharodon carcharias (Linnaeus, 1758)"
"659",793,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.0174,-175.935,"Carcharodon carcharias (Linnaeus, 1758)"
"660",942,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-26.7278,-179.151,"Carcharodon carcharias (Linnaeus, 1758)"
"661",200,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.4987,-176.086,"Carcharodon carcharias (Linnaeus, 1758)"
"662",550,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.4134,168.572,"Carcharodon carcharias (Linnaeus, 1758)"
"663",1171,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.5347,167.91,"Carcharodon carcharias (Linnaeus, 1758)"
"664",599,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-47.4912,165.802,"Carcharodon carcharias (Linnaeus, 1758)"
"665",1040,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-47.1438,168.004,"Carcharodon carcharias (Linnaeus, 1758)"
"666",14,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.6904,-176.467,"Carcharodon carcharias (Linnaeus, 1758)"
"667",1119,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.4942,168.245,"Carcharodon carcharias (Linnaeus, 1758)"
"668",450,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.5461,-177.273,"Carcharodon carcharias (Linnaeus, 1758)"
"669",892,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.2158,-176.521,"Carcharodon carcharias (Linnaeus, 1758)"
"670",249,1,"MALE","Shark 64033",2008,2008,NA,NA,"Pacific Ocean","NZ",-42.2992,168.86,"Carcharodon carcharias (Linnaeus, 1758)"
"671",987,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.1591,168.129,"Carcharodon carcharias (Linnaeus, 1758)"
"672",49,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.3628,-176.599,"Carcharodon carcharias (Linnaeus, 1758)"
"673",842,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.3397,-176.749,"Carcharodon carcharias (Linnaeus, 1758)"
"674",792,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.7501,-175.965,"Carcharodon carcharias (Linnaeus, 1758)"
"675",99,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.8368,-177.289,"Carcharodon carcharias (Linnaeus, 1758)"
"676",1170,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.6631,167.674,"Carcharodon carcharias (Linnaeus, 1758)"
"677",549,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-44.3383,168.882,"Carcharodon carcharias (Linnaeus, 1758)"
"678",13,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.73,-176.619,"Carcharodon carcharias (Linnaeus, 1758)"
"679",1039,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.8774,168.337,"Carcharodon carcharias (Linnaeus, 1758)"
"680",598,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-48.6575,165.513,"Carcharodon carcharias (Linnaeus, 1758)"
"681",941,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-26.4152,-178.48,"Carcharodon carcharias (Linnaeus, 1758)"
"682",1118,1,"MALE","Shark 78476",2009,2009,NA,NA,"Pacific Ocean","NZ",-45.4548,168.194,"Carcharodon carcharias (Linnaeus, 1758)"
"683",199,1,"MALE","Shark 57036",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.5689,-176.066,"Carcharodon carcharias (Linnaeus, 1758)"
"684",891,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.3094,-176.089,"Carcharodon carcharias (Linnaeus, 1758)"
"685",248,1,"MALE","Shark 64033",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.7111,168.067,"Carcharodon carcharias (Linnaeus, 1758)"
"686",986,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.8303,168.229,"Carcharodon carcharias (Linnaeus, 1758)"
"687",449,1,"FEMALE","Shark 78469",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.8693,-176.736,"Carcharodon carcharias (Linnaeus, 1758)"
"688",48,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.0354,-176.381,"Carcharodon carcharias (Linnaeus, 1758)"
"689",841,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-43.4993,-176.62,"Carcharodon carcharias (Linnaeus, 1758)"
"690",791,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.293,-176.018,"Carcharodon carcharias (Linnaeus, 1758)"
"691",98,1,"FEMALE","Shark 57035",2005,2005,NA,NA,"Pacific Ocean","NZ",-43.9557,-176.504,"Carcharodon carcharias (Linnaeus, 1758)"
"692",1080,1,"MALE","Shark 78472",2009,2009,NA,NA,"Pacific Ocean","NZ",-41.9497,166.103,"Carcharodon carcharias (Linnaeus, 1758)"
"693",1169,1,"FEMALE","Shark 78475",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.4355,168.134,"Carcharodon carcharias (Linnaeus, 1758)"
"694",12,1,"FEMALE","Shark 57033",2005,2005,NA,NA,"Pacific Ocean","NZ",-44.7173,-176.441,"Carcharodon carcharias (Linnaeus, 1758)"
"695",890,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-44.2605,-176.236,"Carcharodon carcharias (Linnaeus, 1758)"
"696",597,1,"FEMALE","Shark 64036",2007,2007,NA,NA,"Pacific Ocean","NZ",-49.4571,165.375,"Carcharodon carcharias (Linnaeus, 1758)"
"697",1038,1,"MALE","Shark 88234",2009,2009,NA,NA,"Pacific Ocean","NZ",-46.6454,167.994,"Carcharodon carcharias (Linnaeus, 1758)"
"698",247,1,"MALE","Shark 64033",2008,2008,NA,NA,"Pacific Ocean","NZ",-45.5057,167.829,"Carcharodon carcharias (Linnaeus, 1758)"
"699",940,1,"MALE","Shark 78468",2008,2008,NA,NA,"Pacific Ocean","NZ",-29.0251,-178.613,"Carcharodon carcharias (Linnaeus, 1758)"
